Tahun,Bulan,Kode_Provinsi,Provinsi,Kode_Kabupaten_Kota,Kabupaten_Kota,CPPD_Ton
2026,Februari,32,Jawa Barat,3277,Kota Cimahi,"50,26"
2026,Februari,32,Jawa Barat,3274,Kota Cirebon,"51,59"
2026,Februari,32,Jawa Barat,3276,Kota Depok,"37,05"
2026,Februari,32,Jawa Barat,3272,Kota Sukabumi,"68,12"
2026,Februari,32,Jawa Barat,3278,Kota Tasikmalaya,"71,95"
2026,Februari,33,Jawa Tengah,3304,Kab Banjarnegara,"4,84"
2026,Februari,33,Jawa Tengah,3302,Kab Banyumas,"70,00"
2026,Februari,33,Jawa Tengah,3325,Kab Batang,"2,54"
2026,Februari,33,Jawa Tengah,3316,Kab Blora,"0,98"
2026,Februari,33,Jawa Tengah,3309,Kab Boyolali,"27,93"
2026,Februari,33,Jawa Tengah,3329,Kab Brebes,"67,00"
2026,Februari,33,Jawa Tengah,3301,Kab Cilacap,"9,78"
2026,Februari,33,Jawa Tengah,3321,Kab Demak,"18,20"
2026,Februari,33,Jawa Tengah,3315,Kab Grobogan,"33,37"
2026,Februari,33,Jawa Tengah,3320,Kab Jepara,"49,94"
2026,Februari,33,Jawa Tengah,3313,Kab Karanganyar,"15,13"
2026,Februari,33,Jawa Tengah,3305,Kab Kebumen,"19,18"
2026,Februari,33,Jawa Tengah,3324,Kab Kendal,"29,68"
2026,Februari,33,Jawa Tengah,3310,Kab Klaten,"27,22"
2026,Februari,33,Jawa Tengah,3319,Kab Kudus,"0,00"
2026,Februari,33,Jawa Tengah,3308,Kab Magelang,"39,93"
2026,Februari,33,Jawa Tengah,3318,Kab Pati,"6,28"
2026,Februari,33,Jawa Tengah,3326,Kab Pekalongan,"0,32"
2026,Februari,33,Jawa Tengah,3327,Kab Pemalang,"32,24"
2026,Februari,33,Jawa Tengah,3303,Kab Purbalingga,"28,44"
2026,Februari,33,Jawa Tengah,3306,Kab Purworejo,"0,00"
2026,Februari,33,Jawa Tengah,3317,Kab Rembang,"11,07"
2026,Februari,33,Jawa Tengah,3322,Kab Semarang,"0,00"
2026,Februari,33,Jawa Tengah,3314,Kab Sragen,"10,35"
2026,Februari,33,Jawa Tengah,3311,Kab Sukoharjo,"0,00"
2026,Februari,33,Jawa Tengah,3328,Kab Tegal,"17,11"
2026,Februari,33,Jawa Tengah,3323,Kab Temanggung,"0,00"
2026,Februari,33,Jawa Tengah,3312,Kab Wonogiri,"7,13"
2026,Februari,33,Jawa Tengah,3307,Kab Wonosobo,"9,68"
2026,Februari,33,Jawa Tengah,3371,Kota Magelang,"18,93"
2026,Februari,33,Jawa Tengah,3375,Kota Pekalongan,"12,00"
2026,Februari,33,Jawa Tengah,3373,Kota Salatiga,"53,00"
2026,Februari,33,Jawa Tengah,3374,Kota Semarang,"34,65"
2026,Februari,33,Jawa Tengah,3372,Kota Surakarta,"1,89"
2026,Februari,33,Jawa Tengah,3376,Kota Tegal,"0,00"
2026,Februari,34,DI Yogyakarta,3402,Kab Bantul,"57,86"
2026,Februari,34,DI Yogyakarta,3403,Kab Gunungkidul,"58,53"
2026,Februari,34,DI Yogyakarta,3401,Kab Kulon Progo,"41,25"
2026,Februari,34,DI Yogyakarta,3404,Kab Sleman,"157,83"
2026,Februari,34,DI Yogyakarta,3471,Kota Yogyakarta,"65,05"
2026,Februari,35,Jawa Timur,3526,Kab Bangkalan,"0,00"
2026,Februari,35,Jawa Timur,3510,Kab Banyuwangi,"0,00"
2026,Februari,35,Jawa Timur,3505,Kab Blitar,"20,18"
2026,Februari,35,Jawa Timur,3522,Kab Bojonegoro,"0,00"
2026,Februari,35,Jawa Timur,3511,Kab Bondowoso,"0,00"
2026,Februari,35,Jawa Timur,3525,Kab Gresik,"0,00"
2026,Februari,35,Jawa Timur,3509,Kab Jember,"0,00"
2026,Februari,35,Jawa Timur,3517,Kab Jombang,"134,68"
2026,Februari,35,Jawa Timur,3506,Kab Kediri,"0,00"
2026,Februari,35,Jawa Timur,3524,Kab Lamongan,"1,88"
2026,Februari,35,Jawa Timur,3508,Kab Lumajang,"0,00"
2026,Februari,35,Jawa Timur,3519,Kab Madiun,"48,75"
2026,Februari,35,Jawa Timur,3520,Kab Magetan,"56,92"
2026,Februari,35,Jawa Timur,3507,Kab Malang,"128,08"
2026,Februari,35,Jawa Timur,3516,Kab Mojokerto,"135,02"
2026,Februari,35,Jawa Timur,3518,Kab Nganjuk,"0,00"
2026,Februari,35,Jawa Timur,3521,Kab Ngawi,"3,13"
2026,Februari,35,Jawa Timur,3501,Kab Pacitan,"17,51"
2026,Februari,35,Jawa Timur,3528,Kab Pamekasan,"0,00"
2026,Februari,35,Jawa Timur,3514,Kab Pasuruan,"0,00"
2026,Februari,35,Jawa Timur,3502,Kab Ponorogo,"0,00"
2026,Februari,35,Jawa Timur,3513,Kab Probolinggo,"0,00"
2026,Februari,35,Jawa Timur,3527,Kab Sampang,"0,00"
2026,Februari,35,Jawa Timur,3515,Kab Sidoarjo,"0,00"
2026,Februari,35,Jawa Timur,3512,Kab Situbondo,"0,00"
2026,Februari,35,Jawa Timur,3529,Kab Sumenep,"0,00"
2026,Februari,35,Jawa Timur,3503,Kab Trenggalek,"100,12"
2026,Februari,35,Jawa Timur,3523,Kab Tuban,"0,00"
2026,Februari,35,Jawa Timur,3504,Kab Tulungagung,"60,47"
2026,Februari,35,Jawa Timur,3579,Kota Batu,"27,89"
2026,Februari,35,Jawa Timur,3572,Kota Blitar,"0,00"
2026,Februari,35,Jawa Timur,3571,Kota Kediri,"0,00"
2026,Februari,35,Jawa Timur,3577,Kota Madiun,"0,00"
2026,Februari,35,Jawa Timur,3573,Kota Malang,"0,00"
2026,Februari,35,Jawa Timur,3576,Kota Mojokerto,"17,06"
2026,Februari,35,Jawa Timur,3575,Kota Pasuruan,"0,00"
2026,Februari,35,Jawa Timur,3574,Kota Probolinggo,"0,00"
2026,Februari,35,Jawa Timur,3578,Kota Surabaya,"0,00"
2026,Februari,36,Banten,3602,Kab Lebak,"106,04"
2026,Februari,36,Banten,3601,Kab Pandeglang,"13,60"
2026,Februari,36,Banten,3604,Kab Serang,"408,14"
2026,Februari,36,Banten,3603,Kab Tangerang,"391,70"
2026,Februari,36,Banten,3672,Kota Cilegon,"118,23"
2026,Februari,36,Banten,3673,Kota Serang,"110,92"
2026,Februari,36,Banten,3671,Kota Tangerang,"629,46"
2026,Februari,36,Banten,3674,Kota Tangerang Selatan,"229,16"
2026,Februari,52,Nusa Tenggara Barat,5206,Kab Bima,"7,72"
2026,Februari,52,Nusa Tenggara Barat,5205,Kab Dompu,"4,45"
2026,Februari,52,Nusa Tenggara Barat,5201,Kab Lombok Barat,"61,87"
2026,Februari,52,Nusa Tenggara Barat,5202,Kab Lombok Tengah,"75,46"
2026,Februari,52,Nusa Tenggara Barat,5203,Kab Lombok Timur,"23,53"
2026,Februari,52,Nusa Tenggara Barat,5208,Kab Lombok Utara,"9,98"
2026,Februari,52,Nusa Tenggara Barat,5204,Kab Sumbawa,"8,56"
2026,Februari,52,Nusa Tenggara Barat,5207,Kab Sumbawa Barat,"28,92"
2026,Februari,52,Nusa Tenggara Barat,5272,Kota Bima,"15,00"
2026,Februari,52,Nusa Tenggara Barat,5271,Kota Mataram,"20,00"
2026,Februari,53,Nusa Tenggara Timur,5305,Kab Alor,"3,35"
2026,Februari,53,Nusa Tenggara Timur,5304,Kab Belu,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5321,Kab Malaka,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5308,Kab Ende,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5306,Kab Flores Timur,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5301,Kab Kupang,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5313,Kab Lembata,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5321,Kab Malaka,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5310,Kab Manggarai,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5315,Kab Manggarai Barat,"37,55"
2026,Februari,53,Nusa Tenggara Timur,5319,Kab Manggarai Timur,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5316,Kab Nagekeo,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5314,Kab Rote Ndao,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5320,Kab Sabu Raijua,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5307,Kab Sikka,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5312,Kab Sumba Barat,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5318,Kab Sumba Barat Daya,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5317,Kab Sumba Tengah,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5311,Kab Sumba Timur,"12,20"
2026,Februari,53,Nusa Tenggara Timur,5302,Kab Timor Tengah Selatan,"4,05"
2026,Februari,53,Nusa Tenggara Timur,5303,Kab Timor Tengah Utara,"0,00"
2026,Februari,53,Nusa Tenggara Timur,5371,Kota Kupang,"0,00"
2026,Februari,61,Kalimantan Barat,6107,Kab Bengkayang,"3,77"
2026,Februari,61,Kalimantan Barat,6106,Kab Kapuas Hulu,"0,00"
2026,Februari,61,Kalimantan Barat,6111,Kab Kayong Utara,"35,78"
2026,Februari,61,Kalimantan Barat,6104,Kab Ketapang,"10,27"
2026,Februari,61,Kalimantan Barat,6112,Kab Kubu Raya,"12,80"
2026,Februari,61,Kalimantan Barat,6108,Kab Landak,"22,89"
2026,Februari,61,Kalimantan Barat,6110,Kab Melawi,"73,10"
2026,Februari,61,Kalimantan Barat,6102,Kab Mempawah,"7,69"
2026,Februari,61,Kalimantan Barat,6101,Kab Sambas,"6,96"
2026,Februari,61,Kalimantan Barat,6103,Kab Sanggau,"71,80"
2026,Februari,61,Kalimantan Barat,6109,Kab Sekadau,"21,10"
2026,Februari,61,Kalimantan Barat,6105,Kab Sintang,"99,87"
2026,Februari,61,Kalimantan Barat,6171,Kota Pontianak,"22,42"
2026,Februari,61,Kalimantan Barat,6172,Kota Singkawang,"31,36"
2026,Februari,62,Kalimantan Tengah,6204,Kab Barito Selatan,"0,00"
2026,Februari,62,Kalimantan Tengah,6213,Kab Barito Timur,"0,00"
2026,Februari,62,Kalimantan Tengah,6205,Kab Barito Utara,"0,00"
2026,Februari,62,Kalimantan Tengah,6210,Kab Gunung Mas,"45,55"
2026,Februari,62,Kalimantan Tengah,6203,Kab Kapuas,"23,81"
2026,Februari,62,Kalimantan Tengah,6206,Kab Katingan,"25,44"
2026,Februari,62,Kalimantan Tengah,6201,Kab Kotawaringin Barat,"10,00"
2026,Februari,62,Kalimantan Tengah,6202,Kab Kotawaringin Timur,"54,49"
2026,Februari,62,Kalimantan Tengah,6209,Kab Lamandau,"0,00"
2026,Februari,62,Kalimantan Tengah,6212,Kab Murung Raya,"3,22"
2026,Februari,62,Kalimantan Tengah,6211,Kab Pulang Pisau,"28,40"
2026,Februari,62,Kalimantan Tengah,6207,Kab Seruyan,"26,64"
2026,Februari,62,Kalimantan Tengah,6208,Kab Sukamara,"0,00"
2026,Februari,62,Kalimantan Tengah,6271,Kota Palangka Raya,"16,33"
2026,Februari,63,Kalimantan Selatan,6311,Kab Balangan,"107,57"
2026,Februari,63,Kalimantan Selatan,6303,Kab Banjar,"92,57"
2026,Februari,63,Kalimantan Selatan,6304,Kab Barito Kuala,"84,02"
2026,Februari,63,Kalimantan Selatan,6306,Kab Hulu Sungai Selatan,"31,15"
2026,Februari,63,Kalimantan Selatan,6307,Kab Hulu Sungai Tengah,"103,93"
2026,Februari,63,Kalimantan Selatan,6308,Kab Hulu Sungai Utara,"8,31"
2026,Februari,63,Kalimantan Selatan,6302,Kab Kotabaru,"43,00"
2026,Februari,63,Kalimantan Selatan,6309,Kab Tabalong,"250,14"
2026,Februari,63,Kalimantan Selatan,6310,Kab Tanah Bumbu,"28,94"
2026,Februari,63,Kalimantan Selatan,6301,Kab Tanah Laut,"5,00"
2026,Februari,63,Kalimantan Selatan,6305,Kab Tapin,"25,13"
2026,Februari,63,Kalimantan Selatan,6372,Kota Banjarbaru,"47,99"
2026,Februari,63,Kalimantan Selatan,6371,Kota Banjarmasin,"55,20"
2026,Februari,64,Kalimantan Timur,6403,Kab Berau,"46,60"
2026,Februari,64,Kalimantan Timur,6407,Kab Kutai Barat,"112,66"
2026,Februari,64,Kalimantan Timur,6402,Kab Kutai Kartanegara,"293,66"
2026,Februari,64,Kalimantan Timur,6408,Kab Kutai Timur,"85,98"
2026,Februari,64,Kalimantan Timur,6411,Kab Mahakam Ulu,"0,00"
2026,Februari,64,Kalimantan Timur,6401,Kab Paser,"59,40"
2026,Februari,64,Kalimantan Timur,6409,Kab Penajam Paser Utara,"94,75"
2026,Februari,64,Kalimantan Timur,6471,Kota Balikpapan,"1,85"
2026,Februari,64,Kalimantan Timur,6474,Kota Bontang,"29,89"
2026,Februari,64,Kalimantan Timur,6472,Kota Samarinda,"97,03"
2026,Februari,65,Kalimantan Utara,6501,Kab Bulungan,"41,67"
2026,Februari,65,Kalimantan Utara,6502,Kab Malinau,"0,00"
2026,Februari,65,Kalimantan Utara,6503,Kab Nunukan,"8,13"
2026,Februari,65,Kalimantan Utara,6504,Kab Tana Tidung,"3,11"
2026,Februari,65,Kalimantan Utara,6571,Kota Tarakan,"0,47"
2026,Februari,71,Sulawesi Utara,7101,Kab Bolaang Mongondow,"8,31"
2026,Februari,71,Sulawesi Utara,7111,Kab Bolaang Mongondow Selatan,"0,00"
2026,Februari,71,Sulawesi Utara,7110,Kab Bolaang Mongondow Timur,"13,50"
2026,Februari,71,Sulawesi Utara,7108,Kab Bolaang Mongondow Utara,"24,97"
2026,Februari,71,Sulawesi Utara,7103,Kab Kepulauan Sangihe,"0,00"
2026,Februari,71,Sulawesi Utara,7109,Kab Kepulauan Siau Tagulandang Biaro,"0,39"
2026,Februari,71,Sulawesi Utara,7104,Kab Kepulauan Talaud,"0,00"
2026,Februari,71,Sulawesi Utara,7102,Kab Minahasa,"9,89"
2026,Februari,71,Sulawesi Utara,7105,Kab Minahasa Selatan,"0,10"
2026,Februari,71,Sulawesi Utara,7107,Kab Minahasa Tenggara,"0,00"
2026,Februari,71,Sulawesi Utara,7106,Kab Minahasa Utara,"19,80"
2026,Februari,71,Sulawesi Utara,7172,Kota Bitung,"2,55"
2026,Februari,71,Sulawesi Utara,7174,Kota Kotamobagu,"0,00"
2026,Februari,71,Sulawesi Utara,7171,Kota Manado,"7,94"
2026,Februari,71,Sulawesi Utara,7173,Kota Tomohon,"38,83"
2026,Februari,72,Sulawesi Tengah,7201,Kab Banggai,"18,45"
2026,Februari,72,Sulawesi Tengah,7207,Kab Banggai Kepulauan,"3,60"
2026,Februari,72,Sulawesi Tengah,7211,Kab Banggai Laut,"0,00"
2026,Februari,72,Sulawesi Tengah,7205,Kab Buol,"1,34"
2026,Februari,72,Sulawesi Tengah,7203,Kab Donggala,"0,10"
2026,Februari,72,Sulawesi Tengah,7206,Kab Morowali,"4,55"
2026,Februari,72,Sulawesi Tengah,7212,Kab Morowali Utara,"0,00"
2026,Februari,72,Sulawesi Tengah,7208,Kab Parigi Moutong,"21,64"
2026,Februari,72,Sulawesi Tengah,7202,Kab Poso,"0,00"
2026,Februari,72,Sulawesi Tengah,7210,Kab Sigi,"5,30"
2026,Februari,72,Sulawesi Tengah,7209,Kab Tojo Una-Una,"7,70"
2026,Februari,72,Sulawesi Tengah,7204,Kab Tolitoli,"6,80"
2026,Februari,72,Sulawesi Tengah,7271,Kota Palu,"18,94"
2026,Februari,73,Sulawesi Selatan,7303,Kab Bantaeng,"17,59"
2026,Februari,73,Sulawesi Selatan,7311,Kab Barru,"17,00"
2026,Februari,73,Sulawesi Selatan,7308,Kab Bone,"10,91"
2026,Februari,73,Sulawesi Selatan,7302,Kab Bulukumba,"70,94"
2026,Februari,73,Sulawesi Selatan,7316,Kab Enrekang,"0,00"
2026,Februari,73,Sulawesi Selatan,7306,Kab Gowa,"22,01"
2026,Februari,73,Sulawesi Selatan,7304,Kab Jeneponto,"42,80"
2026,Februari,73,Sulawesi Selatan,7301,Kab Kepulauan Selayar,"21,07"
2026,Februari,73,Sulawesi Selatan,7317,Kab Luwu,"26,23"
2026,Februari,73,Sulawesi Selatan,7324,Kab Luwu Timur,"26,27"
2026,Februari,73,Sulawesi Selatan,7322,Kab Luwu Utara,"18,50"
2026,Februari,73,Sulawesi Selatan,7309,Kab Maros,"13,87"
2026,Februari,73,Sulawesi Selatan,7310,Kab Pangkajene dan Kepulauan,"13,46"
2026,Februari,73,Sulawesi Selatan,7315,Kab Pinrang,"11,88"
2026,Februari,73,Sulawesi Selatan,7314,Kab Sidenreng Rappang,"5,68"
2026,Februari,73,Sulawesi Selatan,7307,Kab Sinjai,"16,18"
2026,Februari,73,Sulawesi Selatan,7312,Kab Soppeng,"54,90"
2026,Februari,73,Sulawesi Selatan,7305,Kab Takalar,"0,00"
2026,Februari,73,Sulawesi Selatan,7318,Kab Tana Toraja,"0,00"
2026,Februari,73,Sulawesi Selatan,7326,Kab Toraja Utara,"0,00"
2026,Februari,73,Sulawesi Selatan,7313,Kab Wajo,"103,20"
2026,Februari,73,Sulawesi Selatan,7371,Kota Makassar,"83,91"
2026,Februari,73,Sulawesi Selatan,7373,Kota Palopo,"4,25"
2026,Februari,73,Sulawesi Selatan,7372,Kota Parepare,"25,76"
2026,Februari,74,Sulawesi Tenggara,7406,Kab Bombana,"0,00"
2026,Februari,74,Sulawesi Tenggara,7404,Kab Buton,"3,00"
2026,Februari,74,Sulawesi Tenggara,7415,Kab Buton Selatan,"0,00"
2026,Februari,74,Sulawesi Tenggara,7414,Kab Buton Tengah,"0,00"
2026,Februari,74,Sulawesi Tenggara,7410,Kab Buton Utara,"3,00"
2026,Februari,74,Sulawesi Tenggara,7401,Kab Kolaka,"0,00"
2026,Februari,74,Sulawesi Tenggara,7411,Kab Kolaka Timur,"39,47"
2026,Februari,74,Sulawesi Tenggara,7408,Kab Kolaka Utara,"0,00"
2026,Februari,74,Sulawesi Tenggara,7402,Kab Konawe,"58,20"
2026,Februari,74,Sulawesi Tenggara,7412,Kab Konawe Kepulauan,"0,00"
2026,Februari,74,Sulawesi Tenggara,7405,Kab Konawe Selatan,"10,00"
2026,Februari,74,Sulawesi Tenggara,7409,Kab Konawe Utara,"0,00"
2026,Februari,74,Sulawesi Tenggara,7403,Kab Muna,"0,00"
2026,Februari,74,Sulawesi Tenggara,7413,Kab Muna Barat,"0,00"
2026,Februari,74,Sulawesi Tenggara,7407,Kab Wakatobi,"0,00"
2026,Februari,74,Sulawesi Tenggara,7472,Kota Baubau,"6,80"
2026,Februari,74,Sulawesi Tenggara,7471,Kota Kendari,"0,00"
2026,Februari,75,Gorontalo,7502,Kab Boalemo,"0,00"
2026,Februari,75,Gorontalo,7503,Kab Bone Bolango,"0,00"
2026,Februari,75,Gorontalo,7501,Kab Gorontalo,"1,50"
2026,Februari,75,Gorontalo,7505,Kab Gorontalo Utara,"11,51"
2026,Februari,75,Gorontalo,7504,Kab Pohuwato,"6,50"
2026,Februari,75,Gorontalo,7571,Kota Gorontalo,"9,60"
2026,Februari,76,Sulawesi Barat,7605,Kab Majene,"7,54"
2026,Februari,76,Sulawesi Barat,7603,Kab Mamasa,"0,00"
2026,Februari,76,Sulawesi Barat,7602,Kab Mamuju,"104,48"
2026,Februari,76,Sulawesi Barat,7606,Kab Mamuju Tengah,"7,48"
2026,Februari,76,Sulawesi Barat,7601,Kab Pasangkayu,"23,84"
2026,Februari,76,Sulawesi Barat,7604,Kab Polewali Mandar,"4,75"
2026,Februari,81,Maluku,8104,Kab Buru,"0,00"
2026,Februari,81,Maluku,8109,Kab Buru Selatan,"0,00"
2026,Februari,81,Maluku,8107,Kab Kepulauan Aru,"0,00"
2026,Februari,81,Maluku,8103,Kab Kepulauan Tanimbar,"0,00"
2026,Februari,81,Maluku,8108,Kab Maluku Barat Daya,"0,00"
2026,Februari,81,Maluku,8101,Kab Maluku Tengah,"0,00"
2026,Februari,81,Maluku,8102,Kab Maluku Tenggara,"0,00"
2026,Februari,81,Maluku,8106,Kab Seram Bagian Barat,"0,00"
2026,Februari,81,Maluku,8105,Kab Seram Bagian Timur,"0,00"
2026,Februari,81,Maluku,8171,Kota Ambon,"0,00"
2026,Februari,81,Maluku,8172,Kota Tual,"0,00"
2026,Februari,92,Papua Barat,9203,Kab Fakfak,"0,00"
2026,Februari,92,Papua Barat,9208,Kab Kaimana,"0,00"
2026,Februari,92,Papua Barat,9202,Kab Manokwari,"15,00"
2026,Februari,92,Papua Barat,9211,Kab Manokwari Selatan,"0,00"
2026,Februari,92,Papua Barat,9212,Kab Pegunungan Arfak,"0,00"
2026,Februari,92,Papua Barat,9206,Kab Teluk Bintuni,"60,00"
2026,Februari,92,Papua Barat,9207,Kab Teluk Wondama,"60,30"
2026,Februari,91,Papua,9106,Kab Biak Numfor,"0,00"
2026,Februari,91,Papua,9103,Kab Jayapura,"0,00"
2026,Februari,91,Papua,9111,Kab Keerom,"0,00"
2026,Februari,91,Papua,9105,Kab Kepulauan Yapen,"2,80"
2026,Februari,91,Papua,9120,Kab Mamberamo Raya,"0,00"
2026,Februari,91,Papua,9110,Kab Sarmi,"0,00"
2026,Februari,91,Papua,9119,Kab Supiori,"0,00"
2026,Februari,91,Papua,9115,Kab Waropen,"0,00"
2026,Februari,91,Papua,9171,Kota Jayapura,"0,00"
2026,Februari,82,Maluku Utara,8201,Kab Halmahera Barat,"0,00"
2026,Februari,82,Maluku Utara,8202,Kab Halmahera Tengah,"0,00"
2026,Februari,82,Maluku Utara,8206,Kab Halmahera Timur,"24,57"
2026,Februari,82,Maluku Utara,8204,Kab Halmahera Selatan,"0,00"
2026,Februari,82,Maluku Utara,8203,Kab Halmahera Utara,"0,00"
2026,Februari,82,Maluku Utara,8205,Kab Kepulauan Sula,"0,00"
2026,Februari,82,Maluku Utara,8207,Kab Pulau Morotai,"0,00"
2026,Februari,82,Maluku Utara,8208,Kab Pulau Taliabu,"0,00"
2026,Februari,82,Maluku Utara,8271,Kota Ternate,"0,00"
2026,Februari,82,Maluku Utara,8272,Kota Tidore Kepulauan,"0,00"
2026,Februari,31,DKI Jakarta,3171,Kota DKI Jakarta Pusat,"0,00"
2026,Februari,31,DKI Jakarta,3172,Kota DKI Jakarta Utara,"0,00"
2026,Februari,31,DKI Jakarta,3174,Kota DKI Jakarta Selatan,"0,00"
2026,Februari,31,DKI Jakarta,3173,Kota DKI Jakarta Barat,"0,00"
2026,Februari,31,DKI Jakarta,3175,Kota DKI Jakarta Timur,"0,00"
2026,Februari,31,DKI Jakarta,3101,Kepulauan Seribu,"0,00"
2026,Februari,51,Bali,5103,Kab Badung,"127,68"
2026,Februari,51,Bali,5106,Kab Bangli,"6,02"
2026,Februari,51,Bali,5108,Kab Buleleng,"29,36"
2026,Februari,51,Bali,5104,Kab Gianyar,"4,91"
2026,Februari,51,Bali,5101,Kab Jembrana,"8,38"
2026,Februari,51,Bali,5107,Kab Karangasem,"64,94"
2026,Februari,51,Bali,5105,Kab Klungkung,"11,38"
2026,Februari,51,Bali,5102,Kab Tabanan,"29,82"
2026,Februari,51,Bali,5171,Kota Denpasar,"45,82"
2026,Februari,94,Papua Tengah,9408,Kab Deiyai,"0,00"
2026,Februari,94,Papua Tengah,9406,Kab Dogiyai,"0,00"
2026,Februari,94,Papua Tengah,9407,Kab Intan Jaya,"0,00"
2026,Februari,94,Papua Tengah,9404,Kab Mimika,"0,00"
2026,Februari,94,Papua Tengah,9401,Kab Nabire,"0,00"
2026,Februari,94,Papua Tengah,9403,Kab Paniai,"0,00"
2026,Februari,94,Papua Tengah,9405,Kab Puncak,"0,00"
2026,Februari,94,Papua Tengah,9402,Kab Puncak Jaya,"0,00"
2026,Februari,95,Papua Pegunungan,9501,Kab Jayawijaya,"0,00"
2026,Februari,95,Papua Pegunungan,9507,Kab Lanny Jaya,"0,00"
2026,Februari,95,Papua Pegunungan,9505,Kab Mamberamo Tengah,"0,00"
2026,Februari,95,Papua Pegunungan,9508,Kab Nduga,"0,00"
2026,Februari,95,Papua Pegunungan,9502,Kab Pegunungan Bintang,"0,00"
2026,Februari,95,Papua Pegunungan,9504,Kab Tolikara,"0,00"
2026,Februari,95,Papua Pegunungan,9506,Kab Yalimo,"0,00"
2026,Februari,95,Papua Pegunungan,9503,Kab Yahukimo,"0,00"
2026,Februari,93,Papua Selatan,9304,Kab Asmat,"0,00"
2026,Februari,93,Papua Selatan,9302,Kab Boven Digoel,"0,00"
2026,Februari,93,Papua Selatan,9303,Kab Mappi,"0,00"
2026,Februari,93,Papua Selatan,9301,Kab Merauke,"0,00"
2026,Februari,96,Papua Barat Daya,9210,Kab Maybrat,"0,00"
2026,Februari,96,Papua Barat Daya,9205,Kab Raja Ampat,"0,00"
2026,Februari,96,Papua Barat Daya,9201,Kab Sorong,"0,00"
2026,Februari,96,Papua Barat Daya,9204,Kab Sorong Selatan,"0,00"
2026,Februari,96,Papua Barat Daya,9209,Kab Tambrauw,"0,00"
2026,Februari,96,Papua Barat Daya,9271,Kota Sorong,"0,00"